,name,country,city,address,hotel.name,review,rating,impression,expectation,bert_impression
3147,Agate Beach Motel,US,Newport,175 NW Gilbert Way,Agate Beach Motel,We were only able to stay one night in this lovely place would love to stay longer. Cozy rooms spectacular views!! We sat in the cute Adirondack chairs and watched surfers and whales. The staff was friendly and very helpful.,5,positive,positive,positive
3148,Agate Beach Motel,US,Newport,175 NW Gilbert Way,Agate Beach Motel,I only wished we lived closer to Newport so I could spend 3 or 4 long weekends a year at Agate Beach Motel. We met our grandchildren in Portland for a larger family gathering and decided to fit in a day in Newport at the beach before heading to Ashland to see the musical Wiz. We were so pleased with... More,5,positive,positive,positive
3149,Agate Beach Motel,US,Newport,175 NW Gilbert Way,Agate Beach Motel,"We found this lovely spot through tripadvisor reviews, we agree with the previous positive comments: Very comfortable, squeaky clean, lovely view. Nice kitchen.Note: The 1 unit called a double queen provides 2 bedrooms 2 bathrooms, which was perfect for our group of 1 couple 1 single adult. Very sturdy steps down to the beach. This was our... More",5,positive,positive,positive
3150,Motel 6-york North,US,York,125 Arsenal Rd,Motel 6-york North,"We stayed here for two nights. Staff was friendly. Close to Fairgrounds for Jeep Show. Room was clean but sparse. No clock or shampoo but for the price we had a nice stay. No U tums on route 30, therefore not the easiest to get to.",3,neutral,neutral,neutral
3151,Radisson Hotel Valley Forge,US,King Of Prussia,1160 First Ave,Radisson Hotel Valley Forge,"Had a great time. Picked the hotel since it had restaurants and entertainment located inside and connected to the hotel. Food and drinks at the tavern were great and reasonably priced, breakfast buffet was even better than expected. Connection to the casino and other restaurants was very convenient and a great time. Overall had a fabulous time and was exactly... More",4,positive,positive,positive
3152,Countryside Cottages,US,Bartonsville,2863 Bartonsville Ave,Countryside Cottages,"Very nice atmosphere. It was quiet and peaceful. Of course not all of the cottages were occupied so I'm sure it would be a bit noisier if they were. Our Girl Scout troop stayed in the Valley View cottage. There were 8 of us, 4 teenagers and 4 adults. The set up was perfect. The cottages were very clean. Kitchen... More",5,positive,positive,positive
3153,Gateway Lodge,US,Cooksburg,14870 Route 36,Gateway Lodge,"We enjoyed 3 days midweek,Christmas week, in a Black Bear Cabin. It was fabulous...just what we were looking for. Very cozy, wood fireplace, close to hiking, lots of privacy to come and go as we pleased,and with the availability of the lodge for a special meal or two. We had one breakfast and one dinner at the lodge and it... More",5,positive,positive,positive
3154,Rodeway Inn,US,Salem,3340 Astoria Way NE,Rodeway Inn,"Booked online at the last minute. The hallways reek of cigarette and marijuana smoke, the hand towel was dirty with a lip stock kiss mark, there were fleas in the air conditioner unit, breakfast was substandard. I only stayed here because it was the only place I could find. Next time I will be more proactive.",1,negative,negative,negative
3155,Hampton Inn El Reno,US,El Reno,1530 SW 27th Street,Hampton Inn El Reno,"While traveling back to Illinois from Arizona, we stayed at this Hampton. It is a beautiful newer facility with comfortable beds. It was quiet and clean and the breakfast had a very good variety of foods. An EXCELLENT experience!",5,positive,positive,positive
3156,Freehand Chicago,US,Chicago,19 E Ohio St,Freehand Chicago,"I stayed with a friend at the Freehand for two nights in a queen bed private room. The room was quiet and clean, but very small. My friend and I were climbing over each other and our suitcases to move around the room. One thing that ruined the room for us was the lack of control over the temperature of the room. The weather in Chicago that week was in the mid-upper 60s, but the room was WARM. There's a",3,neutral,negative,neutral
3157,Freehand Chicago,US,Chicago,19 E Ohio St,Freehand Chicago,"Traveled solo a few days ahead of a business trip and stayed in Female Quad. There are lockers and a bathroom in the room for convenience as you aren't sharing with an entire floor. The bunks were comfortable, each have a reading light and curtain for privacy.The room is small but definitely space efficient for 2 sets of bunks. If you just need a bed to sleep in and a clean room this is def the place t",4,positive,positive,positive
3158,Freehand Chicago,US,Chicago,19 E Ohio St,Freehand Chicago,"I would recommend this hotel only for the young or quite thrifty or you just need a place to crash for the night. In that case, it is perfect and is inexpensive for a Queen room and the quads are even less expensive. A perfect place to stay cheaply for a music festival or weekend out on the town. Overall, I would not recommend staying here if you want to spend a lot of time in your room. Any time other",3,neutral,positive,positive
3159,Freehand Chicago,US,Chicago,19 E Ohio St,Freehand Chicago,"Stayed here a few nights before I moved to another part of the city for work. The architecture, the atmosphere, the decoration...everything is special about this place. Even in my room I could find Art Deco details. My room was compact but big enough, clean and cosy. The bed was good and the bathroom had a large walk in shower. Staff was very friendly and welcoming. You could leave your luggage in a sa",5,positive,positive,positive
3160,Freehand Chicago,US,Chicago,19 E Ohio St,Freehand Chicago,"I chose to stay here on a 4 night trip due to location and price, while the location was great the room was smaller than what I expected. There was not enough room on the floor to even open my suitcase. In the scheme a things not a big deal but definitely a surprise. In terms of cleaning day three I was greeted with a penis straw on the floor when i entered my room, not sure how this fell out of house ",3,neutral,positive,positive
3161,Freehand Chicago,US,Chicago,19 E Ohio St,Freehand Chicago,Went to Broken Shaker on the tip from a friend and so glad we did. The bar is almost hidden in the back of the Freehand Hotel/Hostel in Chicago. It is small and intimate and warm and inviting. There is so much to see in this small bar from the Hand Painted Octopus mural on the wall (and hidden on the 70's wallpaper) to the macram wall hangings. It definitely feels like you are in your parent's basement,5,positive,positive,positive
3162,Freehand Chicago,US,Chicago,19 E Ohio St,Freehand Chicago,"I stayed in Chicago by myself a week ago for 5 nights in a women's dorm room while going on a marathon of architecture tours. I stayed here to save money and to hopefully meet some other architecture enthusiasts. I had seen this hotel listed in an article listing places for people coming for the first Chicago Architectural Biennial in 2015.I didn't meet architecture tourists, but my fellow roommates we",5,positive,positive,positive
3163,Freehand Chicago,US,Chicago,19 E Ohio St,Freehand Chicago,"The hotel is beautiful and the room, inspite its small dimension, is very well designed, as well as the bar downstairs. But! The windows are very old and therefore all the sounds from outside are unfiltered and the room is very cold.The complimentary breakfast is quite poor and the breakfast room too small to accomodate the average number of simoultaneous guests",3,neutral,negative,negative
3164,Freehand Chicago,US,Chicago,19 E Ohio St,Freehand Chicago,"Slightly apprehensive at first, but once I walked through the doors, this hotel is the gem of the area. I love the rooms and the fact that one can absolutely relax without flipping on the tube or picking up the phone - you find them. The boutique bar - restaurant is awesome and I highly recommend a bourbon on the rocks with some Buratta",4,positive,positive,positive
3165,Freehand Chicago,US,Chicago,19 E Ohio St,Freehand Chicago,"The Freehand has a nice appearance and is clean is well-situated for getting around the city. The guest kitchen is great for people who want to save money by bringing their own food. That's where the positives end.First, I had a room on the second floor, and the loud music from the lounge downstairs went on well into the wee hours of the morning. I couldn't get a wink of sleep!Next, it turns out it's i",3,neutral,neutral,positive
3166,Freehand Chicago,US,Chicago,19 E Ohio St,Freehand Chicago,"This is a well priced hostel, only a couple blocks off Michigan Avenue, The Magnificent Mile, the main shopping district of the city. The Hostel is very modern, feels safe, is clean, with lockers in your room for your stuff, free wi-fi and the beds are comfortable. The bar on the main floor has a great selection of drinks and is very welcoming. The staff are all very friendly, and are willing to help w",5,positive,positive,positive
3167,Freehand Chicago,US,Chicago,19 E Ohio St,Freehand Chicago,"This place is awful. The rooms are tiny and cramped. The kitchen where breakfast is served is tiny and doesnt have close to enough seating for guests. The shower drain doesnt work. I asked to check out two days early and they didnt even ask what was wrong let alone try to resolve it. I asked them to refund one of the two nights and they refused to refund a dime. If you book here, know that they wont do",1,negative,negative,negative
3168,Red Mill Inn,US,Lewes,16218 Coastal Hwy,Red Mill Inn,"We only stayed one night,a spur of the moment trip. The price was cheap enough, and the young man at check in was nice as well. The room had a musty smell, the towel rack and toilet paper holder were missing and there just two hand towels. We spent the first ten minutes killing flies. Finally, I'm not sure my... More",2,negative,negative,negative
3169,Eagle's Nest Resort,US,Nisswa,5108 Poplar Ave,Eagle's Nest Resort,"Cabins on the lake with one, two, and three bedrooms that are up-to-date, well maintained, and clean. There was six of us on a bike weekend and the two bedroom cabin we stayed in was great. The owners are very accommodating and friendly. The bike trail is right at the end of the driveway and it's a half mile walk... More",4,positive,positive,positive
3170,Eagle's Nest Resort,US,Nisswa,5108 Poplar Ave,Eagle's Nest Resort,"Very cute, cozy cabins. Very quiet with no fancy cable or AC, perfect getaway. Nice lake as well. Perfect any time of year. Nisswa within walking distance with great shopping and many great options for dining.",5,positive,positive,positive
3171,America's Best Inn Annandale,US,Annandale,620 Elm St E,America's Best Inn Annandale,The desk clerk (manager ) was very friendly and accommodating. The rooms were clean and very large. The ice machine was being repaired but she had ice on had to offer us. I was very pleased with my stay.,5,positive,positive,positive
3172,Economy Inn,US,Hutchinson,200 Highway 7 E,Economy Inn,the housekeepers were helpful place was clean price reasonable,4,positive,positive,positive
3173,Ludlow's Island Resort,US,Cook,8166 Ludlow Rd,Ludlow's Island Resort,this is our 4th year staying with them. every year we stay in the northshore (not on the main island). it is perfect if looking for seclusion and to spend time with the family. Cabin is clean and staff is very friendly.,4,positive,positive,positive
3174,Ludlow's Island Resort,US,Cook,8166 Ludlow Rd,Ludlow's Island Resort,"Ludlow's is not only a fantastic family destination, it is absolutely Minnesota's best choice for entertaining customers on a spring or fall fishing trip. Without question, they will have an unforgettable experience and they will catch fish!",5,positive,positive,positive
3175,Midway Motel,US,Saint Paul,901 Snelling Ave N,Midway Motel,"I was very impressed with this motel! Very clean and cozy! Loved it, and can't wait to stay there again. Very quiet and peaceful place for some good sleep. I would recommend this motel to anyone. I'm glad I finally got to stay here.",5,positive,positive,positive
3176,Microtel Inn Suites By Wyndham Bloomington/minneapolis,US,Minneapolis,801 E 78th St,Microtel Inn Suites By Wyndham Bloomington/minneapolis,"Comfortable, clean, convenient but could have done without a very loud snorer in adjoining room.",4,positive,positive,positive
3177,Sleep Inn Suites-marshall,US,Marshall,1300 Nwakama St,Sleep Inn Suites-marshall,Excellent choice when in town. Nearby food options. Walmart not far if you forget something. Rooms are immaculately clean. Friendly and professional staff. Check in and check out was fast and efficient. Great breakfast options. Easy access to highway but noise from highway is not an issue. Good experience at this hotel.,5,positive,positive,positive
3178,Sleep Inn Suites-marshall,US,Marshall,1300 Nwakama St,Sleep Inn Suites-marshall,"Very nice hotel -- the front desk staff were super friendly and competent. The breakfast area was very spacious with tons of breakfast selections. Our room was spotless, including the large bathroom. The beds were SO comfortable, best night's sleep I've had in a long time. Very quiet. This hotel is the newest in town and it shows! We have... More",5,positive,positive,positive
3179,Sleep Inn Suites-marshall,US,Marshall,1300 Nwakama St,Sleep Inn Suites-marshall,"The hotel is new and a good choice in Marshall. The room was clean and the bed was fine. The woman at the front desk was helpful. The breakfast offered was minimalist, but had enough choices. One of the better Marshall options",4,positive,positive,positive
3180,Adobe Hacienda Motel,US,Hollywood,1223 N Federal Hwy,Adobe Hacienda Motel,"From the moment i came here, Nita Perry were the most gracious couple ever, And while they need not accommodate my large truck, And trailer, With bikes in the back, They did with open arms :). I Love how this place feels like home, Not a Motel. People make a Place, Not a Building !.",5,positive,positive,positive
3181,Adobe Hacienda Motel,US,Hollywood,1223 N Federal Hwy,Adobe Hacienda Motel,Well maintained older retro motel. Nice wood paneling interior. Retro 1953 diner close by. Seemed to be a pleasant place. No lobby. Walls let noise come through. For the price it was fine. We didn't use the outdoor pool.,3,neutral,positive,positive
3182,University Inn,US,Oxford,1101 Frontage Rd,University Inn,"You get what you pay for, you need to remember this about this hotel. You will need a car to get around. The room was older but clean. Being a motel, it was noisy with people talking outside at all hours and there was a problem with the street lamp outside not being adequately blocked by the curtains. The wifi... More",3,neutral,neutral,neutral
3183,Midland Railroad Hotel,US,Wilson,414 26th St,Midland Railroad Hotel,"We make a lot of trips between CO and MO. The Midland Railroad Hotel is now our go-to for our night's break from driving. Really cool old place, gorgeously preserved. The rooms are right out out of 1899. They are not big, because that's how it was back then. The oldy-timey feel of the in-room sink, the wood finishings and... More",5,positive,positive,positive
3184,Hotel At Waterwalk,US,Wichita,711 S Main St,Hotel At Waterwalk,"The loft was a great choice for our family of 3 adults. The reasons I did not give an excellent in every category are: coffee pods for 2 instead of 3 which were not replenished (we stayed 3 nights), using styrafoam in the breakfast room, not enough help at the cooking station especially on Sunday morning, reported a broken luggage... More",4,positive,negative,negative
3185,Hotel At Waterwalk,US,Wichita,711 S Main St,Hotel At Waterwalk,"This was our first night out on an extended road trip. Although it is very conveniently located adjacent the highway, we heard no noise from the traffic or nearby rooms. The room is a studio suite with a small kitchen, comfortable king bed, etc. and was very clean. The breakfast was a buffet with hot items, but the pleasant surprise... More",5,positive,positive,positive
3186,Hotel At Waterwalk,US,Wichita,711 S Main St,Hotel At Waterwalk,"My wife and I stayed at the Waterwalk for one night. We stayed in a room that was somewhat like a small studio apartment. It had a small kitchen with a good sized refrigerator, microwave, and coffee maker. There was even a fireplace for ambiance. The king sized bed was comfortable and the flat screen TV had a great picture.... More",5,positive,positive,positive
3187,Hotel At Waterwalk,US,Wichita,711 S Main St,Hotel At Waterwalk,"Price would have been ok if we'd been able to enjoy all we thought we would be able to. But since we couldn't, was really a disappointment. The positives, the room was large, sitting area was nice, large closet space, nice kitchen we didn't use. The negatives, when I called and inquired about amenities prior to the reservation was told... More",3,neutral,negative,negative
3188,Hotel At Waterwalk,US,Wichita,711 S Main St,Hotel At Waterwalk,"This is an old Residence Inn that has been updated. Rooms are condo-style, with 4-8 per building. Second floors have no elevator, but outside stairs. Room was spacious and clean, but smelled heavily of cigarette smoke. However, that cleared up as I got in the room, so it may have been someone recently on the balcony. Bathroom was roomy and... More",4,positive,neutral,neutral
3189,Red Coach Inn Suites Hutchinson,US,Hutchinson,1315 E 11th Ave,Red Coach Inn Suites Hutchinson,"Place was clean, Shower needed the slip pads in it! Had nice staff workers. Was only here for a couple of days with friends,so didn't stay at motel enough to check things out much! But would come back and stay here next time!",3,neutral,positive,positive
3190,Hilton Garden Inn-olathe,US,Olathe,12080 S Strang Line Rd,Hilton Garden Inn-olathe,Staff is well trained and helpful. Helped us with directions and traffic suggestions. Right off the interstate but very quiet. Solomon and Kendall were great. Parking was easy. Good restaurant and workout area.,5,positive,positive,positive
3191,Holiday Inn Express Suites Newton,US,Newton,1430 E Broadway CT,Holiday Inn Express Suites Newton,"We stayed at this hotel on a road trip between South Dakota and Dallas. The location is near enough to the highway for convenience, but not close enough to cause noise issues. I felt safe parking my car here. This hotel doesn't offer dinner service so we ordered a pizza. Our room was spacious and well appointed, including a microwave... More",5,positive,positive,positive
3192,Hampton Inn Suites Asheville Biltmore Village,US,Asheville,117 Hendersonville Road,Hampton Inn Suites Asheville Biltmore Village,The staff is extraordinarily friendly and helpful. The facilities are pristine and spacious. I would absolutely recommend this to anyone staying in the Asheville area. We were in town to be with a family member in hospice and the staff was so amazing.,5,positive,positive,positive
3193,Hampton Inn Suites Asheville Biltmore Village,US,Asheville,117 Hendersonville Road,Hampton Inn Suites Asheville Biltmore Village,"Very clean hotel. We booked an over-sized room and it had great space. The hotel was in a great location and could get to downtown in just a few minutes. If you are going to the Biltmore, then it is just a block or two...More",5,positive,positive,positive
3194,Rimrock Hotel Inc,US,Naturita,123 E Main St,Rimrock Hotel Inc,"My wife and I stayed at the Rimrock so that we could attend a Christmas party that was also held there. She is confined to a wheelchair, so we asked for an accessible room with a roll-in shower, and we were not disappointed. The bathroom is clean, roomy and has a large roll-in shower with dual shower heads and good... More",5,positive,positive,positive
3195,Rimrock Hotel Inc,US,Naturita,123 E Main St,Rimrock Hotel Inc,Michelle and Reed were so friendly and really went the extra mile to make up feel welcome. Their goal is go above and beyond what is expected and they did. They have added a restaurant and a latte/cappuccino machine. Yummy! This is worth a visit.,5,positive,positive,positive
3196,Motel 6 Tupelo,US,Tupelo,1500 Mccullough Boulevard,Motel 6 Tupelo,My husband booked the room and did not read the reviews. The lady that checked us in was nice enough.....that is the ONLY positive thing I can say. My sheets were so stained....i wondered if they were clean. The bedspread had old gum and a...More,1,negative,negative,negative
3197,C H Motel,US,El Dorado Springs,311 E Us Highway 54,C H Motel,The guy was nice.. The room was dirty food left in the fridge. and at night ROACHES all over slept with the lights to try to keep them hidden.......... Lesson learned.. Unless you like sleeping with BUGS I would not recommend this place,2,negative,negative,negative
3198,Cobblestone Inn Suites-eads,US,Eads,501 E Lowell Ave,Cobblestone Inn Suites-eads,This is a new hotel. Great staff. Loved interacting with Peggy. I wish there were a salad or vegetable option with the good menu. Rooms were clean and nicely decorated. I don't have anything else to say. Trip Advisor makes you write at least 200 words.,4,positive,positive,positive
3199,Cobblestone Inn Suites-eads,US,Eads,501 E Lowell Ave,Cobblestone Inn Suites-eads,"We recently spent a night at this delightful Inn in conjunction with a family gathering. The hotel is new, modern, very clean and harbors a wonderful, friendly, welcoming environment. The staff is amazing and make you feel like a part of an extended family. The dining/bar area lends itself to comfortable gatherings for socials, breakfast, light evening entrees, etc. It... More",5,positive,positive,positive
3200,Red Roof Inn Suites Scottsboro,US,Scottsboro,23518 John T Reid Pkwy,Red Roof Inn Suites Scottsboro,"We needed an inexpensive place to stay for a High School fishing tournament at Lake Guntersville, clean, nice, place. We visited in April so the pool was not opened. Boat parking was limited not because there was not enough but other patrons parked so it limited others, however the management team was great at having alternate power locations for charging... More",5,positive,neutral,neutral
3201,Red Roof Inn Suites Scottsboro,US,Scottsboro,23518 John T Reid Pkwy,Red Roof Inn Suites Scottsboro,"I stayed here for 2 nights. I read reviews from back in November that it was being remodeled. Thought by now remodeling would be done. Mattresses were comfortable, but pillows are horrible...Very knotty. This place should be closed until remodeling is done.",2,negative,negative,negative
3202,Red Roof Inn Suites Scottsboro,US,Scottsboro,23518 John T Reid Pkwy,Red Roof Inn Suites Scottsboro,"Very helpful and friendly staff. The superior King Room was completely remodel, with new beds and hardwood floors, no more outdated carpet. Shower water pressure was good. The air condition work well and the room was very quiet. Planning on stay for a long term work assignment.",4,positive,positive,positive
3203,Golden Plains Motel,US,Holyoke,1250 Sw Interocean Dr,Golden Plains Motel,"I decided to spend one night in the Golden Plains Motel in Holyoke, CO, after bad experiences at Cobblestone Hotels. I was glad I stayed here. 59 a night for the older side or 99 for the newer side. I took the older side after not seeing much of a difference, and I was there for one night. The front... More",5,positive,positive,positive
3204,Grand Imperial Hotel,US,Silverton,1219 Greene St,Grand Imperial Hotel,We made a stop in Silverton for a little pick me up. We parked in front of this little coffee shop and walked right in. The servers were sweet and helpful to my daughter who is a picky coffee drinker. One of the girls was in training and did a good job at making a delicious coffee drink. A cute... More,4,positive,positive,positive
3205,Grand Imperial Hotel,US,Silverton,1219 Greene St,Grand Imperial Hotel,"This hotel was recently renovated, and it is gorgeous. A lot of money and pride obviously went into this remodel. Our biggest complaint was that we were only in town one night, we would have loved to stay longer. We will definitely be back.",5,positive,positive,positive
3206,Ocean Breeze Lodge,US,Fort Bragg,212 S Main St,Ocean Breeze Lodge,"The rooms are very clean, the beds are really comfortable, and the lodge is very convenient to the downtown Fort Bragg area. The hospitality shown by Linda added to the quality of the stay. And the price was outstanding for the accommodations.",5,positive,positive,positive
3207,Wyndham Garden Tallahassee Capitol,US,Tallahassee,1355 Apalachee Pkwy,Wyndham Garden Tallahassee Capitol,Feels like an upgraded motel more than a hotel. Motel 6 with renovations.... The bed was great. Building and hallways and general room conditions not impressive. Solid but not spectacular. But more like a 2/2.5 star than a 3 star. Free parking and Free wifi nice! Charge for the buffet breakfast and dated decor NOT nice. Only stay here if... More,3,neutral,neutral,neutral
3208,Wyndham Garden Tallahassee Capitol,US,Tallahassee,1355 Apalachee Pkwy,Wyndham Garden Tallahassee Capitol,Property in great location. Enjoyed my stay thanks to the friendly staff at the front desk and morning breakfast area. Applebee is adjoining to the property which is very convenient in the evening for dinner and drinks.,5,positive,positive,positive
3209,Wyndham Garden Tallahassee Capitol,US,Tallahassee,1355 Apalachee Pkwy,Wyndham Garden Tallahassee Capitol,"Enjoyed my weekend visiting for Father/Daughter weekend. The Wyndham Garden was a perfect location. It is a very clean hotel and I want to commend Catherine, who was in charge of my room, for keeping it so pleasant. Great turn down service and was always...More",5,positive,positive,positive
3210,Shalimar Cottages Motel,US,Sanibel,2823 W Gulf Dr,Shalimar Cottages Motel,"Unfortunately, the hurricane cancelled our trip, so I am unable to review the facilities. I am, however, able to review how a wonderful lady named Sara handled the situation. Sara handled the cancellation and was truly more concerned about our safety than anything else. Thank...More",5,positive,neutral,negative
3211,Austria Haus Hotel,US,Vail,242 E Meadow Dr,Austria Haus Hotel,"Austria Haus has one of the best locations in Vail: steps away from the famous bridge, near the Creek. Great place, beautiful decoration, quiet, friendly, delicious buffet for breakfast, easy to park (with Valet Parking or across the street from the Parking Place), swimming pool is a must and where you can enjoy the view and activities of the creek....... More",5,positive,positive,positive
3212,Buccaneer Beach Motel,US,Panama City,711 W Beach Dr,Buccaneer Beach Motel,This hotel formally known as the Buckaneer was the perfect getaway for a tight budget. No its not a luxury hotel so if your looking for a lavish hotel this is not the place. If you want to get away from it all and clear your mind this Is the perfect place to go it is Very quiet and your... More,3,neutral,positive,positive
3213,Castle Inn,US,Castle Rock,200 Wolfensberger Rd,Castle Inn,"From my confirmed reservation, to the change in pricing at check in, to the room and what was in it, to the slamming of doors all through the night and morning, to the couple who were having a custody battle over a child of theirs in the hallway what can I say but I wouldn't stay there again! No smoking... More",1,negative,negative,negative
3214,11th Avenue Hotel Hostel,US,Denver,1112 N Broadway,11th Avenue Hotel Hostel,"My fianc and I booked our last night in Denver here, we were looking for a good deal and have stayed in at least 20 other hostels internationally so thought we'd give 11th Avenue a chance. We came up to the room that night after dinner and immediately thought everything looked dinghy but we were still positive.... until we pulled... More",1,negative,negative,negative
3215,Worldmark Estes Park,US,Estes Park,701 Riverside Dr,Worldmark Estes Park,"The Worldmark Wyndom was great. They had everything we needed. We were less than a mile from the Rocky Mtn National Park and the scenery was breathtaking. We saw Elk, Mule deer and other wildlife. We also went snowshoeing up in the park which was awesome. There are lots of great trails to explore.",5,positive,positive,positive
3216,Worldmark Estes Park,US,Estes Park,701 Riverside Dr,Worldmark Estes Park,"Newly refurbished 2 room condo was immaculate and very well appointed. Great view of the snowy mountains and Big Thompson river. The fireplace was terrific after a blustery snowy day, and the bed was super. We will stay here again.",4,positive,positive,positive
3217,Americas Best Value Inn-phoenix/i-10 West,US,Phoenix,1550 N 52nd Dr,Americas Best Value Inn-phoenix/i-10 West,"I am relocating to Glendale, az from north Carolina. I found this hotel , just by chance. Its clean, and guest services is amazing. Only bad things are, its in a slum area of town. And you see aome seedy character out on street in front. .but had no trouble...nice hotel. .",4,positive,positive,positive
3218,Hampton Inn-atlanta/fairburn,US,Fairburn,7790 Ella Ln,Hampton Inn-atlanta/fairburn,"After traveling all day and being extremely tired, this was a pleasurable hotel experience. I didn't expect much from the area or the outside look. I was surprise and how nice this hotel is. You won't spend better money than on this particular location.",4,positive,positive,positive
3219,Hampton Inn-bainbridge,US,Bainbridge,1522 Tallahassee Hwy,Hampton Inn-bainbridge,"it was just what we needed , we were very tired, Hampton is our favorite place to stay, when we are away .the beds are always comfortable. easy parking clean, and new and fresh. always a pleasant staff",5,positive,positive,positive
3220,Riverbend Motel Cabins,US,Helen,134 River St,Riverbend Motel Cabins,"Beautiful city and very nice motel by the river. We will return someday. Folks at the motel were very helpful and friendly. We loved going too Helen, Ga. during December. The crowds are smaller and the resturants have short wqits to eat.",5,positive,positive,positive
3221,Riverbend Motel Cabins,US,Helen,134 River St,Riverbend Motel Cabins,"Riverbend is the perfect motel, clean, and great location. It's within walking distance of everything, and sits right on the beautiful river. Mark the owner goes above and beyond to assist, great customer service! We will be returning in the future.",5,positive,positive,positive
3222,Riverbend Motel Cabins,US,Helen,134 River St,Riverbend Motel Cabins,We stayed there one night in October. When we arrived the person at the desk was very friendly helped us get our luggage to our room. The bad though outweighed the good. We had booked a king and they sold out of those so we had 2 queens. The room was clean but was very tired looking. The new... More,1,negative,negative,neutral
3223,Riverbend Motel Cabins,US,Helen,134 River St,Riverbend Motel Cabins,"We rented a cabin on site. Great open nature setting. Very Pet Friendly and clean!!! Was able to build a camp fire, and heard the river in the background. Roasted marshmallows. Walked 3 minutes to downtown bar. Great stay and MUST for any outdoors types with pets.",5,positive,positive,positive
3224,Riverbend Motel Cabins,US,Helen,134 River St,Riverbend Motel Cabins,"Mark, the owner, was so very very nice. When we checked in my husband mentioned that the ramp up to the 1st floor was quite steep and wasn't sure if I would be able to make it up it. He showed him a few different rooms and let my husband choose which one he wanted, took a book of the... More",5,positive,positive,positive
3225,Riverbend Motel Cabins,US,Helen,134 River St,Riverbend Motel Cabins,"Our room was very large with the most comfortable bed ever! You could stand on the balcony outside our door, see and hear the river flowing right by the hotel. We were within walking distance to everything in Downtown Helen! The owners went out of their way to make our stay great! Will definitely stay here again!",5,positive,positive,positive
3226,Riverbend Motel Cabins,US,Helen,134 River St,Riverbend Motel Cabins,"My wife and I have visited Helen, GA every year (except one) since 2001 attending the annual Oktoberfest celebration. We have pretty-much settled on the Riverbend Motel as our 'go-to' accommodation each year. The facility/rooms are neat and clean. The location couldn't be much better - two blocks from the main street in Helen. This is ideal as everything is... More",5,positive,positive,positive
3227,Riverbend Motel Cabins,US,Helen,134 River St,Riverbend Motel Cabins,"Rooms were simple, clean and neat. Carpet gone and hardwood flooring is a pleasant touch.Beds are comfy, and our dog was welcomed. The place is situated at the end of the street so no thru traffic, and there is a babbling creek running out back wi!th swings to sit in and enjoy the peace. Breakfast was a little sparse (coffee... More",4,positive,positive,positive
3228,Riverbend Motel Cabins,US,Helen,134 River St,Riverbend Motel Cabins,"We brought my mom and dad for the first time to Helen, one of our favorite spots. Luckily we found the Riverbend Motel Cabins. The room was beautiful and the view even better. From the balcony you could watch the river rushing and see a variety of birds. The walk to Main Street was very short and pleasant. The... More",5,positive,positive,positive
3229,Riverbend Motel Cabins,US,Helen,134 River St,Riverbend Motel Cabins,"Nice place to stay, close to everything and you gotta meet Mark, he takes customer service to the next level. The room had a view of the river with a king bed that was really comfortable and the room was clean",4,positive,positive,positive
3230,Riverbend Motel Cabins,US,Helen,134 River St,Riverbend Motel Cabins,"My wife and I decided on a whim to drive up to Helen for a quick two night stay. We called Riverbend Hotel on our way up and we were given a great deal on the room. It was quiet, our room was clean, and the owner was very friendly and accommodating. He gave us great meal recommendations. We had... More",5,positive,positive,positive
3231,Riverbend Motel Cabins,US,Helen,134 River St,Riverbend Motel Cabins,"First trip as a couple. Loved the location....right in the middle of town. Everything was within walking distance. Staff was super friendly and helpful. Rooms were newly renovated and super cute. Bathrooms still needed a little work, though. Will definitely come back in the summer!!",4,positive,positive,positive
3232,Riverbend Motel Cabins,US,Helen,134 River St,Riverbend Motel Cabins,"This hotel is very good for its pricing. Very comfortable beds are always important. Location is perfect in town because if you visit in low or hi season you will always be 200 meters from the center of town, but also right in front of a quiet river and with no more disturbances around to get your deserved rest. During... More",4,positive,positive,positive
3233,Best Western Rose City Conference Center Inn,US,Thomasville,133 Liberty St,Best Western Rose City Conference Center Inn,"This is your home away from home, hands down! The staff are great and friendly very welcoming. The rooms are great and clean, there's plenty of restaurant's to choose from within walking distance. there's also shopping and sight seeing near by. And last but not...More",5,positive,positive,positive
3234,Homewood Suites By Hilton Columbus,US,Columbus,6614 Whittlesey Blvd,Homewood Suites By Hilton Columbus,Put into place a system that validates the total cleaning of each room. With special attention given to clean bed sheets and making certain that sheets are on mattress properly. The desk clerks were exceptional. The decor in the lobby was tasteful.,3,neutral,positive,positive
3235,Extended Stay America - Columbia - Stadium Blvd.,US,Columbia,2000 W Business Loop 70,Extended Stay America - Columbia - Stadium Blvd.,"Don't do it, keep driving....this place is unbelievable! First room they gave me was not made up. The receptionists' explanation was that she had given the keys to another guest who returned them after about 20 minutes. Hmmmmmm.....if that wasn't enough, there was a woman in the next room singing as loud as she possibly could in the room next... More",1,negative,negative,negative
3236,Campfire Lodge Resort,US,West Yellowstone,155 Campfire Lane,Campfire Lodge Resort,"We ate breakfast there. What a treat... their pancakes are larger than their plates and the morning we were there, strawberry pancakes was their special. Quaint, old building in beautiful mountain stream setting. Great service too.",5,positive,positive,positive
